Marca temporal,Clase,Fecha,Hora,AM_PM,Hora_24,Apellidos_enc,Nombres_enc,ID_enc
2024/10/26 9:30:28 a. m. GMT-5,1,2024/10/26,09:30,0,09:30,gAAAAABnTFMghiCenVv1njl1aotGaKFzMshWTOrhgmPzebQ-7bev43a9bpo35niO-F3xORCyDXuqGd62IFd8A86293o1LI6gaw==,gAAAAABnTFMgXZZKDPu4YU0t_lt-yfQYmZNPAqMZLSBsaWmp4E51rVACULpmQsYKqVwVcv1a0yJNcvbmlQKJc_UIULVv28YlPKJa3PPZz_9GyxmKtKr4YsQ=,gAAAAABnTFMg24PYgf-WFm2vez3XJtmNJcHjxChfgiW4DSY7jrsbo9c8oKizWXigQqnNofCQKmIvJzs9Or9umMG7-RBQFPV1Zw==
2024/10/26 9:30:50 a. m. GMT-5,1,2024/10/26,09:30,0,09:30,gAAAAABnTFMgibSlpNYK6x34ow9wm3iR3H62eeMaAnIF2ioQeX_DPyQW88CEgIysJZSr_GxdyIOJdFS4EA_XNeu81ZTAv5iapaueK6sWipYOhwXaDtaW_V4=,gAAAAABnTFMg_VGKgBXyvTmx5PGofkb-IhGdCnr0mlUlKO-oVj4KPZjE9W2sKGv3IdJeNFLn_f-s5e9zlb8V7XcGNF5fPGJfqQ==,gAAAAABnTFMgaB4f6UAeZDQUJvCifqNnaBBYIE6i6l8SCbqyWZsCrckRoD8Nc3DqKURJG08uilPP7A8mc0PPZkRFNzVx8-8ixA==
2024/10/26 9:30:53 a. m. GMT-5,1,2024/10/26,09:30,0,09:30,gAAAAABnTFMgxWjh8XMlg87G7MqsdYb5vNlMnJhR8stU61waHrL8Cp6vFUPYsGSyr_gdIWSLtRUG5y6OudwU1ilbYYEcX-aKGtiZ3npcZj9Db0VEz8_2WhY=,gAAAAABnTFMghX06V7GeWwbyfLQdTgXAChIGBy0VG7FucZAOSkJKiqBAn5_05INbUYakKQuu8frZxaihyjSN7UwIQ6d2VX3Agg==,gAAAAABnTFMgLJhiO0T8onnNRI1OACDwOCpJAE6J3xISJQ9ypqQ-KT-AgrZIFFkxfNgGJK61LAYrRPghBl26axa8DLx1lpErTg==
2024/10/26 9:31:04 a. m. GMT-5,1,2024/10/26,09:31,0,09:31,gAAAAABnTFMgsfh_b9nKm1naSQtYy4ZuCiddxb40ULxPQWS1BUkB_PPIF7t6sGIRh1unVMb-3hmeXeT6goWqiCe6RaNGB9Gs_Q==,gAAAAABnTFMgHPttzi7me3aL09MqcKXOEC4Cnz1NSIW3Ke_w7X5G52d-T8z_yW1jihVTQqjvupm09WvV4SjZZrF56qTGV3YNleg6N9idST7OknwIVv2iQqI=,gAAAAABnTFMgtSZOyFm1EKkB1KIfuJ_TNh76HrxxIeaXPapchrgmLr69VQRJ2EwyspIevZyUBoSjcBZSzB5jXqLUFAvR8dvi4w==
2024/10/26 9:31:51 a. m. GMT-5,1,2024/10/26,09:31,0,09:31,gAAAAABnTFMgxRZDtnNkwmRF0Bu_j6FI7naF9V86G8E3C8sTXJkjziJpaoMQRBIos2PFULwoc1GqgQ-m-9FbIQDuX5KF1H4G6B1gnwmF9ClGamqpG7iiBlA=,gAAAAABnTFMgkhXxMREHIqJNy92X0rGlmpl4GBItmoO9bmE9AucJ_m9f2RB4zN2Fj6Q8YLfMrKNXHqoM_vqyllwLU0GXPJpR9g==,gAAAAABnTFMgd1L6J9StuexvCwXn0bdBIJ2PiwgsFuYpfX62nFGaoKaDHLaJzXMngODhRGwDl0lc8Dh7oNio9xpIW_4-7WuU3A==
2024/10/26 9:32:18 a. m. GMT-5,1,2024/10/26,09:32,0,09:32,gAAAAABnTFMglh7iWL09I0MZyMLGkqJ1H71t5WNsbZ5XXoxSLStqyouL8nOt-Xlx_MYVXkwWFodUoVpHr77qmHn2E8h6XV9LZfnIRp_6ZAAmitPqur8I9cE=,gAAAAABnTFMg82ThWpgbOmVJqq-qK4jo1VJ__THSm7FwhRgQhPUAP9HVyItHNw21dtbyOriXTHxC6mcQUXsCFGJIEJXEozs8qw==,gAAAAABnTFMglvhpIBOwjlNkEUUA03losqqb3V4H2dbFPFOnDejc5NsRgGBPj0ENAcd45wZaTig6tVeNEHDe5uoeQgb8r5AxlA==
2024/10/26 9:33:35 a. m. GMT-5,1,2024/10/26,09:33,0,09:33,gAAAAABnTFMg3opgDAg2JsHfvo3ueeDcx5bJp6BpPhEpnzA8QPZLJVOZ_zSzQ4jO1D_MGwIYYDy6L88-Xd97Hh2QKJLqhVEQL2czj4kr54gqS4kQ5SX4ayU=,gAAAAABnTFMgJpSjnTo2Zh59jOZC3Rp7BnvakGmwU6SNt82Gj_52w7h9HjTfKCYst-kKqVSJv64dScKbjgmAgEoub40cGErizA==,gAAAAABnTFMg_uZ7FJotz-rx8sXk_X5Tq0eSMRLow_gMGsBHtVknhMfQFW6S2vUQChG10idHBAF5QMyh_R3Dl-7trP2WaiWC4A==
2024/10/26 9:34:33 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMguCHioScCG447RzM41PzMGMyqs_9D6RmmCG6U5SyUK055qi5YnykPOqa6q8H32ixnnC1k3f62Lg1Ki7GN_bzbAA==,gAAAAABnTFMgym9e1sXmXEChtXwq0DdA3IVB19ZqoWZQcOiD6tHpthkVPC0wMQboLCwcKKxtly-HZ3DKgneQMRrsDeGRayQvgoJ1Rm9uyk5EeL5TPnZu6kc=,gAAAAABnTFMgeJw06--q0UbPKDCx_S7DVNT8hSNX3an2WZqidglDmZz4XLP8Z043tZfsix_bs-jAI-InJomGXHJo00xyKWvyEA==
2024/10/26 9:34:39 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMgkAgCx56AJqP2QkDLApErvvMvcmp1lK2a9ep52yP4XjithkXCqW7vkpsiZsHYF2vMCZ8gTkW0rOae2hHrWbxf4Q==,gAAAAABnTFMgbBPByFmim8e-I9UY6lK0ck3HlC2ufcRonYwjX6fuFvTttcrzjLVDFlGmYMFI4l3y3DR0ut4jh7m-hTF-NQ53nQ==,gAAAAABnTFMgYBU_uSCT_-oFllKU3JnN_NyfG1moIbqEpoHTT6vDhVoIyedi5WT7552EPDSMU2J0P9mpx0cBj1aRC2q56TwZNg==
2024/10/26 9:34:43 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMgXiLDi_EDJQKnPFyKyEG-R9gsFZ7ti8EBHWnAFi1H65-G9o-18B1VZRPtM5SuQB7YWmu_o244o2pBI8sJO7XyBw==,gAAAAABnTFMg05yzU5U4n2WVNWd73vUXcXKVW9hsun8UQc-sBcesinXGwPmoedg0JdL8F_aTtjvVoIhFnmW_9u4awLJIZxIvDg==,gAAAAABnTFMgKKXpM_GPFzfm8a-Zst3NzGx7sH85Qo8tfhkgvgHH09wwXV65iUCkQga-OTc3n9iwt_5Nm-38OF6oBRiygcVoSg==
2024/10/26 9:34:46 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMgw1PBc8r3ApHMmIYXNxOcQ7fU3Hc1AI8_EciTs8MqtZDtA9vFYXmLNhmfLFn3F50S_GTrslIi2xd-cPl-s_ItSA==,gAAAAABnTFMgvdKTs4TWgJPIsFLZRtLez7ChGHUXNbRUBZNThqR1Cc3wVIBIFsAMUeLrKxT4GvLb7mZOVLoHo40IvT09cDoSew==,gAAAAABnTFMg09GH0hFz6pqY21SuCH2yhb8tT4wfjMnUpJ-a--MjgW1jwtsiobPMUboL7KoSQ10zzwR2uYHexEiTzo3qTELBEw==
2024/10/26 9:34:47 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMgaGmcKAPEvuNoes1ZglhZQFr4n6u61uKiHQb0MqZAu4wSZzMi5-8Wbo_XvmR6mngri-pJ78iG6XCFy9xcbW3McwAC5eaHGFRscKIJW2gy21g=,gAAAAABnTFMgo9-1qcAcjLOasLNw9FhgoDqU6Iw_NcExxQCpvtYzZ9o2Mfu4r7jw0lUW-ZYEi4ZYsoK864NbBzHX8RQ43HZ_J2SkgkjU_eLgvg3Ra03RK0Y=,gAAAAABnTFMgWmEvGTxcJqAlQ02470ayiLn0EJ7NAKexbOFNH5oG38R1IZ5UVgJ5-sTZ0bQvmL0f6m8vTaiH6rme-HAioa1plg==
2024/10/26 9:34:52 a. m. GMT-5,1,2024/10/26,09:34,0,09:34,gAAAAABnTFMghxlVgf1JD8qNbFhyy0gKg3Su1PcYF9LTIiVo59ixEo2hhURxd7R3Myh2Taz6SLgJPAHNHkNTqUg3z3sX_Yy7Kw==,gAAAAABnTFMgOs5D9iOez9QuRFj9SsWNF-DrSUaqiXkl83x5tIIjLG3CNnAQG1FA2ER3SuVB32vLx88NWTZ_mFiZQSRGeAInKA==,gAAAAABnTFMgfCunBtwVFDhswSz9r3uwSOD7S5PCHqvLHVUW1lsMPkj9p94Uxt1k69-yFfvqqM-44Hrp0KOjN48GE0yCoTTd5Q==
2024/10/26 9:35:03 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg0ETmRDJTq_6EkdVHq_YyawgywRcZOVaqfZScfhnEMoTrrmEbgz1KINl6b_f25JoTwyybJrEhD43U--_-C01JaQ==,gAAAAABnTFMg5Oxmh9I8Mnji9LAO44x9rpcQ6ngDKShxVHse-SRw6TmmZ3wGLCnTqjOjNCWU4xSClVPipRQ4sTyt64yR1wmuC5Nu6jFSK6ia1a6XQCgnyN0=,gAAAAABnTFMgeQhTNv3hKqPS5esbhABblcyf8025Hh2KxldL-h-ZaplYrt0S5UNx7MtQU41mr8enl6rySl0ObRvSu5ABRmfh-w==
2024/10/26 9:35:04 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgqvfZEmpchWyJNO48sstdfeE8S98q4uH9PXNVxxtF6pcq3KHofngZBpjEauKqbY4Cq4EUIs5qprMN_5n1pdtTDA==,gAAAAABnTFMg7U8NBn0NIrC2hIUZmOwHtTCvKne01Boc8tT3h_eoT5Nw5vcohaSA1_zI9584XHYd1gJahvbGBTTK1wFWnreazw==,gAAAAABnTFMgdicy5QVfmEfEDWLyx0w7jM-h2eNO-oGaTWcUhEBEdTW1xetJtzMg9gfzeSjsWnTuKLH-EnS2TaxKRbPIkE34bw==
2024/10/26 9:35:05 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgeVV7ZoJM3JVC7KwdQrbY-JDrs0FjcuMRGGjjRjapA9xG37dDApM69MDJes3Jn23VGf-bjhlFZANXus0P_h_7FQ==,gAAAAABnTFMgoKPa3-umVugD_olWjAiHqsT0lAMyUjLSlHaYdlYGzeL-ijtsJFOe-k8U1LT8opxtYlC11LlSYlNpEo74Jbt4ug==,gAAAAABnTFMgOjxgJqJjL_O9kGkeWwd-4rBT5bC81j5KNDzX1KndM_PKtdPFoUpuL68qSBmIEbOJ4pWKqSoeqWn7okFASVALoA==
2024/10/26 9:35:13 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgITeYJPr2yUo1eRkG0xe5OmMTtfzQDKAFMMTYCeVD9LQKBy436z_SeynLB1p21hmb4spnz2svJpH-mk4laVlbGQ==,gAAAAABnTFMgJicTlkeuGiQvRwMTqGBNz0Q8tvSjtdQtc6kbvob4OLJWwQJJuOXSEzeAxMZl7i59mqueXHHylltpIvHwhjxnuQ==,gAAAAABnTFMgLqQIBEN9lF8GdSYLzY6zd_8DbJCH8FftpRSZKrIRuND6jnM5JSJ_1mNRBIhFzXpW1u1Ujflj8FwSunFRndiFdA==
2024/10/26 9:35:15 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgLSeUi8C464q9sZRtLQl3yVRRwDofQPzFOHX3Y_zUh0Rq9TBSrsLOPf8s50sJ-UnCt5cIWBvBX_xIiDl9Mn2fqA==,gAAAAABnTFMgqTeCz5bkToZ9I7KMEurEAbdch5swKPpYhkgNijvUjU0e5Zj0irPFUtNHp9QaKGVIRheDmxewkJfYcThfwAAu6w==,gAAAAABnTFMgEJHADWnn6cVgDBB9Mo0z0tbkztrn3FhUuXmKtDlGYhZPspqrTaBQ1zXzzL_n9ovXgCjZpgYQUM0t6q8ECShKpA==
2024/10/26 9:35:25 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgazGtWdg75Tapg3WzA5-xmK1EEM-vu1ufk7j0q-fYVrPBUNLrLT2kc3j41i8td7_5xh4zPQqGoZi3FG7tr1PakQ589N0Cqq1pjJ5YwVchbTg=,gAAAAABnTFMgJqL3CxaJF8wZiZsm9C5Rm88v6-fdOT6s09UI-T3_I2IMIOe0kpTrykI2ml22PPFme8gpH65-Zu04LBqeDzietg==,gAAAAABnTFMgTccsuFAoajG0YIMDOscTYzKxt23g9XOxAWk5xfsBymQpN8w7phjaL7hFw5HS_AKV84rp4GahOJdlFcOQscEkdg==
2024/10/26 9:35:27 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg7WGtZSVqN45GChIivjPuYjTAg0hJGrQG6c8VE1ykAx0L_72crPESKfI5ZFjgwA0niK89eceHTf-lhU99zZRCbw==,gAAAAABnTFMgKFuVaRGqyVX6t9TPXAGhlQexYKR-iTVwYDZYo8eMXnrOsiEwAcpM_NYBERt_Y8qQiSusDuHSMF7rCPWzi2O5ow==,gAAAAABnTFMgYb5BBjfR88aNdR2YcXSWJJR2hX0c0vBXyVlvdaCXg5ZnErRvr33xz_LjE0aYltZXJPgl2voHxaeAjvq2lryI7w==
2024/10/26 9:35:27 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgLANruffZPznGyKJxG2B9N8NIt8PHTT7EeBtuYvNyu7LB1U85wDziEPX8sC7UOfNOm_QShBW-v83-tP3ajns4V47pZ7UNhvCgRmWrOQErqMo=,gAAAAABnTFMg2ta85ZwdP2My_JIYUvmiihr0sMfPy-Ef3-IQOGC8q_83lptXDTNfDMx9mKMP43wW-YBA1p0D1h1o3HKjlLhPAA==,gAAAAABnTFMg8BRYzlBQiA83wcZfpWKOnODt3hr5xy-fmh0f7mPHdleSYNYuPMuRHul9g9qqEbyx0pt2o3WVJwunrRtM7DYEhg==
2024/10/26 9:35:42 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg5iRCSwSxtvUIX0Ir6ojl6MSupytQ3ak0T9O8Fq6_ym1Hmt3ol5CxUbzJVzjG-3q-_LGeNQfWkvY3xdNWmmNpgQ==,gAAAAABnTFMgvdnwTniZGGxYXN0t1XjNE8J6-rLYDY2C2a3Lazc_ggvNKK3XVvbJ_pp_bgvRfF162B0B-EUrYB9kXr8Apxa-RI3mYsuvEmqRkmQY-7PdiGU=,gAAAAABnTFMgxnixfrOhiBt9HxtQ6fkwUFITwdor-3huMsXCWUA37LEil7N_hZKpSjA8ywxk5QkSkDHR_UWXm9UKn9Un8d_0yQ==
2024/10/26 9:35:45 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMgiRwPN84lxXSC3DZCxysTK29nJC96btQuBN6PXPoYRqYgYiBjxsbu-ME7P2MQSrdodaIISSm0V7J2AIaQheW9Tg==,gAAAAABnTFMgDkAC2GoEPttki0VVnp5XR4z9XHIKofWh_IJ42XoPwDgI-GbvxwX-_jU2hQuKnZ9Jb2JMi40A8yO-o0wR4l0z6A==,gAAAAABnTFMggd-AJkQH8JLjZjJY1B9sLL4ds6vczQH60NufrG1tdrUcI06_L7_zahRpXfq5JxoHcaMbKEGaqOtZZ1NDxi0xJA==
2024/10/26 9:35:49 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg3R9bWAX3-fUWJOGPpwEcOfcHOGbOxTenXqMIRVZ-cq44PmLouuAdI7Yu0bqmcRHC1JElh43LG_VJXQFM0x8i5mEbcTqGnDeaOf60ZhJJ3-U=,gAAAAABnTFMge8eWgpaDAcr2fEmr1zv3iAYvbQkxu0xww3SEUrcct7B3wvXr6gpa629JTkurWCteVSo6YXH__5xO_Mz41AvTUA==,gAAAAABnTFMgKHjJ6ad7KvLKKaWLEXUMcCJpPL5V-5cL_Kd_q-0KR0FCEPW4sxERGcbht8XOEcqAtRNvTUPKYYWnpfN2ANAiUQ==
2024/10/26 9:35:52 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg6xgtycuEhIbiyvPUxXbAaDrXiv8lgIE4A_n7vbkEcoAoA4NJh82nJ8JMCzgwy7uzLQsJFfz_jrgcfhsHub4_Cg==,gAAAAABnTFMgEIAQz-c1beshHwZ07OGOZ18dP2e0kCfB9j7XsUTx7XDWXo2zh5qLl2flYP0RfBSoMX6KTGUKGTzuBS_XuSazlA==,gAAAAABnTFMg_5Dm-FFCqFVTjUniAF_bngeZwHDtXfgnWzmWd89fCjToA3Of3ngMhZwGHmTs1wG9OTLWsKqzwkbFgI4FL5eoGw==
2024/10/26 9:35:57 a. m. GMT-5,1,2024/10/26,09:35,0,09:35,gAAAAABnTFMg2LsKCnQbdRrnxXAhMFFR9uHEnOpqVJcgRIn-womMc8_69QXBJCdcxBfE0p1SviuwoVNm6W1In7tlyldgsWC5lQ==,gAAAAABnTFMgEjjG4C7RWoXWhPcz_AFHPxccFvAMkyPjU0W1c-0A5lQ2p6cPdTCuoT7WGB52Nsbxx8tvtAqiLYk1UgtKwWlPeQ==,gAAAAABnTFMgQsBl5Z5toLU53deqSm7meoHwqXPwlQdRHxuQfnOdZEkpFNoeJNFGevCaY6kA9OPvDCS8ch-zNrCNNHh-kxkpDg==
2024/10/26 9:36:05 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMgEPkewEwMPUbK6gn1uIRRxoGJYYi4MZeTw1xE0Z6RTsNqmAfodpeVE9JeFJ4ArAOm6594sKj8PIKUMW3oiHGL5Q==,gAAAAABnTFMgesx9jvQpSKCVQA7NCxrd122Aw-UkxWt_DY0qKhTu5I58Qgm8vnGFIoG1HLG8116OOG2YJdiXSO5jWCLSePYVXEQiAOl6B86Dq94XWjIT_sQ=,gAAAAABnTFMgkqZDGu75SKEg2jMgdCFhb_jemvggVmXAd3K9TI_mx76VpMcRgJPI8BjoTTUKDF6_QNBDO0O1hy_DGURELlr-iQ==
2024/10/26 9:36:18 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMgZCE3_6Ymaoi3QhwJ4pri4MQeV7cIqt7PY1Dpxv1ThTO5a0TD97_rRYrPHMq_JL1xhjUQNRLqMZ8_uuDijeP_lBuVmRADdo4KRvU1lNvlaPk=,gAAAAABnTFMgNCjroCfelZ-2HJQKpXno2a4sV7C-h7XMeCEo13TymQMDd2LM0hvWz4W6gojCe7BcpEPxVvqPV4pCZfvwgZBobBjU0bNXNWbF7Xq9Gfe3wuY=,gAAAAABnTFMghH24U6WqpCdb9LaOhbIBWVou7Pouzx0rxdkjMMf5Vk4KujJFbmuPDLVG6I0beszWiaaKwURDORKQ_J7EaUW6uA==
2024/10/26 9:36:36 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMg0mdwtnJ7kMOWRtLrRzypa4EATSAwp4dM0ABbi6FeIifRS47VnXKikhC0iKlxqe02WuHqRiX_HDU1ekHfDqCJhw==,gAAAAABnTFMgBqap_stnlhOA6Or5XpESgKgn3B70TV-vvgJ4D1oZQbD6_5BxAWtthcQB0k0aJqcvDONZcrpZvg6rHhJ26KXGDjzwQDHnHI2cvTc1nBXHux8=,gAAAAABnTFMgx6g6RpykfvnQtHVDZcgAQSVUdcf7zXUpbMkhllM2yXPt912HiIkU1FNvFEtrRToT6-YLpiga72JrbmPjzCQjpA==
2024/10/26 9:36:38 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMglCzCnc5T4fr5d8iN60n1m_Zxm60IQi51JbcfC7NevG80SVH77aWOOetPTK7wG4gJQ_lxT0CTDuND0xsMEu7OIQ==,gAAAAABnTFMgbw0AZoBtcpEeP1nD8QKfo0TP7uOzDj7XAAMoFlEuwdmkbU07fG9NGd2HgPN--a4dOEvnR10mF4jNqCxkF11BdQ==,gAAAAABnTFMgD0XJMLCq_9hvO5DQGElplOEnjX9ylaNTUigIWwHQIRHHiiwIS_HMA-1HVIgamuWU6k8XoEVenNnjpSa9IOUyHg==
2024/10/26 9:36:40 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMgIaRA2MDQeUbPnOl3kAvR3WWJZTm--j_j8qzgDtlLwnptzYMQyCjRT8fJAn_NoVP1LBN8RdypIBJQH-gmArdopcgiYPpsUSdSYo8UiY5sT1Q=,gAAAAABnTFMg38hIieUFfnz98afqAY6PzpU8inS2p135chUjqSji2wQNGxFuHJOmZWfhaEeFyetAs9sSeE6pUnBL9x3kK_1Uug==,gAAAAABnTFMgp-ogBp6r5BDpo6A1fx6VuMUTGi_UDhleEhtKgCfacyrd8byV7RIBxU_Zuv_RzPIAxcVOmjSMQZQFeX3ZbakOxA==
2024/10/26 9:36:56 a. m. GMT-5,1,2024/10/26,09:36,0,09:36,gAAAAABnTFMgswe7HJ_NHnrcaYLW9qWHgTqHdGXILp2Qj0Z6Xpa5zobY4BcGf3JVuXLK7I8ZbdC35BCtxkpteToSpww6JQYpYw==,gAAAAABnTFMgF75AR1R9BuAJ2552wSShgauyu8kvZ5s7f2xzOa46k7CZs2Jhej8Xv_pu9oov-ln7Y1DAnwibmVWReK2Lzp4I9w==,gAAAAABnTFMg2gTE_P3A7P5jhu3hEacUM6eo2RycrEGUuPsTqLSJhTcFvWOTKc_XTwv6mwZfzrRz6MNG5T3_W1OIgSnWRLxH7Q==
2024/10/26 9:37:20 a. m. GMT-5,1,2024/10/26,09:37,0,09:37,gAAAAABnTFMguSCdII5o9uzPdSNxUWT6lZygessvgQgpJ-m5oJQfi6M9OXfFceSyuc29cITJRxG_HtovTk0SQi-XW3egZoZJtw==,gAAAAABnTFMgdOvj8sKdKRv14hj95FLJaRN1gM2qoYrCKnJ2xq2F3R_rI7fnw-QmsKb6sDazepQXFq3CqctboL-8S90dGdNHSw==,gAAAAABnTFMg2S5R4BkLCycnqpJzTX69st5USldmdkNwfJeDkqVJ1SjmVhHQvAF4RDDhOwGQfihzIjxzduIJtqjd5b3MWI1TQQ==
2024/10/26 9:37:21 a. m. GMT-5,1,2024/10/26,09:37,0,09:37,gAAAAABnTFMgF0_NXgHImwfqdnRXyDrZl9lJ5eput-qT8hjStvh5YykqSN_h0m53NYrJkBEhKHTWfCr65_uRumcI329lVSletA==,gAAAAABnTFMgXomwfWkVtOidZJfUTZNI78wGQ_uLs9Imcx2zpmGWLREFHhgMvBcz4KBu-jQCmlKqtXXAcIOrrttaulwyYazg98NWegpoo1-OkIC-JPPEaMc=,gAAAAABnTFMgvs07W4glp5LwO8gKLEb2_Y1TZ_kx0HjssYB5g91vDkqshCxCzQy2PV3rvmLBFs5Ze-VduRnWH08O1njcqso72Q==
2024/10/26 9:37:22 a. m. GMT-5,1,2024/10/26,09:37,0,09:37,gAAAAABnTFMgQQ8vRNWBHTMjzZ70k8gMaYZf_TAV-TeBvUYsA1Tx8XPIuca8StV_4O_EMUgvIpR_m2bEbM42fFD1FdMmvywPZA==,gAAAAABnTFMgjELb1JVIGhpzJsjFivTLtNo9JT7EPO_7IiKkzValHr2SC0ezm_9APw_5y8cvAWFdDbXkfVluH6Uo5qpGyDhAn3jG6cGDGAaeZICFRRLKrk4=,gAAAAABnTFMgnJObFC0I0HtSrZLz5tsn777-YUCqSCdrMBj7DaUgS6-ppRd96FUxlMpvBOCuWBBCcV-alwlOyx-jPBfZkJgb_Q==
2024/10/26 9:38:12 a. m. GMT-5,1,2024/10/26,09:38,0,09:38,gAAAAABnTFMg-Ey7Gk6ZRSWojfRKdykavyL4KWtI4KyB-iajxGi_LjyQawbq7aHRaGz6Xc5KT1rtS6XAaBSXyKkWB882k9lXYg==,gAAAAABnTFMgHkOBXYzVW2yDs0DZmi-Y4XOhZ5kZ7mT2x0-7pjTW1fxhT04slAfYY927mRGVhUBtSAXrI64sJdMqER301YbjQg==,gAAAAABnTFMg2z0aBAMJD9oO2htVB0aCgsiYFZRWIuTMdvfHTiF_X3ImndNjmI1Go8Sq4blx8HGS6U2EyagbCuborVQYkzEMcg==
2024/10/26 9:38:43 a. m. GMT-5,1,2024/10/26,09:38,0,09:38,gAAAAABnTFMgzrFKoDGZA9C2XLxvjIcFNgsTrORXCy1tojr0735Myn4L3mHvS--18oIh4LhFfOxgLwh4VFTnTU2j0NIsdgd9pQ==,gAAAAABnTFMgTYveqS1F_5w7xeRiMKt3ZGlfPlLFzwM2nvsqkbXgfbRXrQrnnRXTSNKDckHkWy4SdF5nyAle0Rs_3Y8a41JJOA==,gAAAAABnTFMg65CH00ykazrUmw3cNd4h1fhq9gd5SPP0Vs3gQGurvExJOj7U3f7jY1NoT7U1enWA__afAuRNk_SJAWJg2ZmgZw==
2024/10/26 9:39:33 a. m. GMT-5,1,2024/10/26,09:39,0,09:39,gAAAAABnTFMg78pIE0VRqpWATKnYAPD3NJULy1T-bk1z0i0O9i_OgurnVPXZj0kOTlXz6OySty5nMoHF1u1edSfMccYEaKOxtam8zWjbBQ6kCcJ_F-DAzbo=,gAAAAABnTFMgu--vFBO-VKoDpcahMUsjqlHrcfBnxaOecjn6flWRtcyCM5oYRVCmQ6FO7a_4e_A43pqtFjPTmspZ3hLlyDytIUAvXwSb7CzVzzaUzwU3Cos=,gAAAAABnTFMgQHwerVp1CGYDXVvsx5jFJ0At2jjVz4BMbyoIdHxQlbd1iGzsGqBaUPptJ0jIvsczuwVWECG0udAMOjvoB2yyjg==
2024/10/26 9:39:37 a. m. GMT-5,1,2024/10/26,09:39,0,09:39,gAAAAABnTFMgiBaMqk7F3nAyUBSu1cYdUT93uZLQl3FsVaYeYk8CnFLuul5tdvw9J4EGk1N6KCBH9twMKdmV-P9M5Lct2ng_JNtEBKhxnc1wNZtnHW5lr38=,gAAAAABnTFMgji-NQrXWnCbS4Vrl-dXnboylZReQHzAendUMfhupUkwzezyDZYeAfRj6KC-Ypmc3qySm1X7kB_qr8mF21SNJf9XMRuLR760I1SQTbazsNsQ=,gAAAAABnTFMgyILvifHlUpjQKLR_2wiQ1U4MmJzKxAF5sL8V5wuEfLqXgbR0nPSK2vxhrxhd3HSmOCEqaIiLI-wvdOWEcKFV1A==
2024/10/26 9:39:47 a. m. GMT-5,1,2024/10/26,09:39,0,09:39,gAAAAABnTFMgiu7mA5jaJtVZuF4hNs8oACGykFXioMJbB7CxyX7VfJohGglIPlU8k48w6x3PpvwHWeZLBt1P_REU8pW5EHc1g2xj1APRA7XN2mqxs_5RCgw=,gAAAAABnTFMg234aqOkP0n0j9RHsB8_f2iLbxoNASv-JX5P3Hr9XLopwXSuo0v40txzGEz0G1xukBX7IgtUHwUirsektBdKHQQ==,gAAAAABnTFMgVsEMi1PaqTPvpp_TZib4_O2tWElUeSNhHR8dpDAlS7TS22eJMEIbmQvk4iavR0oimzJhA6wdSbO5wtD6IEdn_A==
2024/10/26 9:40:27 a. m. GMT-5,1,2024/10/26,09:40,0,09:40,gAAAAABnTFMg9zXxBLY9iqZssCSsePPM4W02cvaaTDoohE3M8Pa7nn7AFYXE97oVc6JC-JbTpOcT6YJ7r-lQX-TeliJucpsFjQ==,gAAAAABnTFMg3uw21kL_od6eRi7VrVGFgLyPY-aMUI8N30P9HoeHefz_hyh2Cwa2yyMY4OUfcoxXuzfzT78_zYWvxWOA4-e0Z-5c_NVkedUe8SVKRxI9O6M=,gAAAAABnTFMgNGYTFesrcymM6WHLbs07HlczC7pgxdqwOQkkTWdQjGrplaW2vDtjac1lEYq_09Rv3-Uc-QEsEaJfJnsRnZKemA==
