Marca temporal,Clase,Fecha,Hora,AM_PM,Hora_24,Apellidos_enc,Nombres_enc,ID_enc
2024/10/26 9:14:32 a. m. GMT-5,1,2024/10/26,09:14,0,09:14,gAAAAABnTFMgkepnbBD87AG0Vve_tQR5w7CwPHHo39IbyoljYMiLuOmL69mKdLU8xK6k11g4aSirLL6Zsa7IRqv9-OaIz0jSAw==,gAAAAABnTFMg12zwwKLR_8g2lpL-2GUblivFDLHB0RZ_LtfCP65D7_kSYMXqIIPh5fLE3x9umH_dLo5oiscweBqlIIUUPToZQA==,gAAAAABnTFMgAX5saQp2D5qaHxXm5fZ0H4zkMg62JCV2TU_vSB_-y2DgL9rm0yFvQS-Kh92FTiQnkqwoJNmJx16DpeKbAC6HQA==
2024/10/26 9:14:33 a. m. GMT-5,1,2024/10/26,09:14,0,09:14,gAAAAABnTFMg2bnqOF_dNxWzTu-I1JhsqRAl3TZ5bkyHFU4JDD08JJgPkWRmZdWsBGQDVejJdsEosSS8ZXyCziUMuk7fAiBhncMYIE40odWK62VEek44i_U=,gAAAAABnTFMgUUtVcbsEJF1kVvYwV2g8ROzIHxjRqnsYrTMPgGTwKTqE38O_1Y7t1jt9SySOA45FN1WX_Qtsbu1889oJN-sIoA==,gAAAAABnTFMgw3ueX6gCwnVVG6RYbTrRoyMIe4NIvFX0uXD8A2uNE8vSqCEyUw6nTigVFxo4odYXS_r-1MbmQe_8nJ1_dI4S2g==
2024/10/26 9:14:36 a. m. GMT-5,1,2024/10/26,09:14,0,09:14,gAAAAABnTFMgKgFfXvWv4nH4UQsC47wfs0XS7PqDwP2Tv3kM0bsFwSzP_otbvh1GF8QF1oEl-r72AqMkqhpDNiTz8OZOn2RVhw==,gAAAAABnTFMgC-9YDaWGYv6lFjhkZ-PkiSWXhgtsc-JBiRf4-gXoJFpon_TXA5UR8-XBOUv0aNG_DhNQ8Prmg5Yayx9NRSsoYQ==,gAAAAABnTFMgrbYlsj9UFwqpdkhMwayFiUBIY9wo5q3SULEyxGs3rhLkCJxZdrivfAwkzUF-JJzxBFRD4OgoRsy0djHodcITyQ==
2024/10/26 9:14:47 a. m. GMT-5,1,2024/10/26,09:14,0,09:14,gAAAAABnTFMgC5pGNXqf4NpYaRj3hJMUFbY5tD6lB1nyW2vgZsNjo32dsbPTZThaMI2obC_s4q8FCFJwmmMB41izbbBpueiAXg==,gAAAAABnTFMgM-KuDCrpFdY41HdAEiKrddgnPDbzZkaqL-oGWPv4ahGDrk_eZlZSVXnhVQ6PIAfS4uIB_w6oIVkUtg3QvG3AKg==,gAAAAABnTFMgkn9flIV3-YAd6dEa0hFs9_lTYwFPrT6-MuW2WCLjc9FKl41gzY8Czm9D7dHsOXw2CKxEOcSpWr_3e9kwmOWEyA==
2024/10/26 9:15:11 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMgtvtlNQIKiQ7QTtWy_jsRZM4FE2IeiechESAcnE7yEzYSEI4OOmxxMTMENyjeCtIaXONgRCM02OsAEneV1g0PvQ==,gAAAAABnTFMgBeHQ7BarefX4Ir3dqdG_VZRu_8DdbXqNafdi86cBqOhJpkzXPJFyhTZW7m4JSWRTTvX_QoivGUjZGDe4MNK91w==,gAAAAABnTFMgg5jsbWCNlVWtJs50e_bQBySjyr5TYTqEL20wyKXfcpDzwNQtQPrCQ6aGDyxnqHO_Uf-OtDlxRpkp6vvmxiQ27Q==
2024/10/26 9:15:11 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMg3MLM1PP0611I4OoB5p9T2O_dp9-RZMSEOB5Ou0XikkOmFHnG_qBZJar2Y1j3b-7DJo_mhFejxFE8nW0dUDQgGw==,gAAAAABnTFMg7h7CisWUcHPW312_nBvY5gFhT7bjF7VLo0fLrJ4Sl-_OsskPczb8fFcjKZ_ManwIiYXMlotls6LSLT7VzuqzCg==,gAAAAABnTFMgaxIKu59XjBICNhPDcS3fEdC7cg-kHb0jdIbQ3R0PcYaC1UhYROMQURkojt_kiP-NbnakWa0mGcKYTTo1IMhFsQ==
2024/10/26 9:15:18 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMgIRfwMkte9xSxGUmPqQuRB-T67bdadsIEf3UpGD1NGdX9oRd0yN-GQDpKxg9w9a43ilWqSZX5IGmY9BGvIw9KHw==,gAAAAABnTFMgbFBycppAiFrvVqzpTRBG-9psO2PwFPUNRv5_25o-mhD8LE8qpeAJDa5ehOVNsTpkiTtQvKM9CmZqN_A0se4ny8kxCilHWKyD8xdRemKdzFg=,gAAAAABnTFMgTwGvpQXTqAvLek5LA8NN_bTDGrrWtTf9uvkB2ifXjyaUEXqBw8S58Sx0CCB2HFNu-mKODWoaiuCxW6qetdL32w==
2024/10/26 9:15:34 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMgv1UuON3abB9x0rv8312Ljg909-2caCE_ld5IaRUed9te20L-eljXXDNg0SA3y6e8PKbO-QL8xxsmxh_5O8rISYYlhsG8CkOqeorAGD0M8jA=,gAAAAABnTFMgMAXlrrndkXlpCnLn5Yp0sSNGEo9Z3lyyY9NGk5proCS7hJfaltBbxiAaUdFynBrMbPNkwYFKmqYud1TZZkeGaNPCsVgObqCF7clWq0KjOgA=,gAAAAABnTFMgl90gpW_pR9qgwPBvfZz2ZMB88gEBSZt8-z2QqLNzfE_fPnkHbXTi9AlB3Ul8Gwql8uNOV7Q6u1H-mZBzL91VTw==
2024/10/26 9:15:35 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMglKwJga4XgceKtWc_Mw9lBnywkMZOKiMDbxkVdA2WhZPKRYqra6fPcdsx5AfSXPDvounAMJYO3u4X2y4s-HpipQ==,gAAAAABnTFMgFKpQa9qSSyW1zCSATJO_iokf1wwFHwQPyBtZzmXCfk65iOb_tkz6HfpmHbcUyay7hi6dbPbLLM5UuftZKuo8_w==,gAAAAABnTFMgJhJdSUJgUcAWlu6L7iAt_ej7M7mr47WI3ArHZyC1U9L8p8Vk2cFhS7DAxGRKqCIlsZzM-UepheQNg1qpvJU1Fg==
2024/10/26 9:15:39 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMgL8m9zIcYU7U80GiTbmqP9M45qM4ULKQjNYtI9dK5ptm8yJrP031DVWKv1713BfGUbwnEdUY5ZPjLPaVpTMbd8g==,gAAAAABnTFMgFiL0XxHsIIEeGf3280PIGhk8P4cFUoQC8myA4kK5vwQo2Y80tYkNJAsh2lW1Fy-VYQd3FW27og8sfn4kNmxEz87vcxiD88lXwU0QcFmPaNc=,gAAAAABnTFMgZLI7IQFDmAo5pnYYnrFgYxdmK5eew5IOA5o6AF0gxNqYzGvIMAvme6kDX1jS2oRqSTnKf1GlYMIO8JomkW6ykA==
2024/10/26 9:15:48 a. m. GMT-5,1,2024/10/26,09:15,0,09:15,gAAAAABnTFMgVO9pfIXZ_K2_RqsdT3hj_eRjodepU9xjLG9Ec38qhzD9-Fztnv6AOtZETq_trC5H9Xic_U8uiF-kgrcJVQu-zw==,gAAAAABnTFMgzdavJJ4O6O5vTPW2RqFsevVWL3eOlqPVffvIYOSxctgcSK8RKhQ48-NOBaiwqkUTLCdA4GMqRNKl5tZDqP5duA==,gAAAAABnTFMgx0eSVet2ApwCj7piPKRu_OkJbyctwYiir_m-x4iaBzJyCu85gqIpFe57aEGb4NZo1TipfiB0YNa2wYGVw5kcHg==
2024/10/26 9:16:02 a. m. GMT-5,1,2024/10/26,09:16,0,09:16,gAAAAABnTFMg1HtVX5oqmePQQl248AEZKQlhsPYuzQksxE9s6s7uPb8R_lzYarae-MLXX-UaijzR9OF8X5xY3rqHhWtK97wg1kWVOqxR5rFQDzqr83ja8eg=,gAAAAABnTFMghVQiv013O40o0yZjBwSIsvbuWUGlYF_BhHOgMsaO5WjBqDzrtXEiL5vyjHQwEqQkcDuBoZCYl6vV9a23z8gF_g==,gAAAAABnTFMg7ELHlMZ8sbSZ7fgSJSUMnwY2IbE4auSGd2g6aodyqC8d3mRhZcz7WQpQ2DQj_bS0fZLTqZI1r6qNcfT9QOFbFg==
2024/10/26 9:16:07 a. m. GMT-5,1,2024/10/26,09:16,0,09:16,gAAAAABnTFMgJCSdR8N8tK3mfNWVgQw2rQixiR6zEpGvaW-5ismx7KL0510dCle7hnOA0DB14UCgv3I2kXNm1Fb2Q4LO_XRQCLhJ2XEGCMQtZ25buyBUdAA=,gAAAAABnTFMg4UPgXd2E9PsE_DFN2E6V9v4CU26Shwmi9CUQc49V-7RbicrBHBgSr1_inui-lYu81zjU8czdXRrw8RojRB6tTA==,gAAAAABnTFMgHV-4XBQ3j48s2hXdWThu_4a3ypANJN62I7wf-2_vwHW9jgq3oYHqglp_-Fu1BKw3KACqj9C0xxurhjbjYyiUGg==
2024/10/26 9:16:23 a. m. GMT-5,1,2024/10/26,09:16,0,09:16,gAAAAABnTFMgcch6Un0qTDsUjnshiLocrFPwiWNIRfQ9_r6S87lBwtuv8J8ik2oHoTylRMRtVJImCOsANeBS-43KepV5BqsOJtdDUivONVPgHfmobwdOckY=,gAAAAABnTFMg5fIa7s_4MxscrDIOw1L_VUzkYxzbZczW3b1_FEZbdca0M3ckLjaKF2ByTbsVvzkqa0p1_odCMnVhikUPjIq3KcrUobyUr0vaUR92WRou7jA=,gAAAAABnTFMgrInyOiWvYlJVeScZA0yCQV3FUdNIkiGKBZFm1WGrcvXQ55aSlHEYl9DNnLwAPW2IijJvg7GOLNx1WjE9FI5gPg==
2024/10/26 9:16:30 a. m. GMT-5,1,2024/10/26,09:16,0,09:16,gAAAAABnTFMga6R1Bz5xqFPJHEgzmqEblsmS4McIMV4T7k0hJYj2QPQkhHkDINGEveS3EMRBjT-dgUPpAHPAXj-IXRan3ywQZBB6lQ0l05XSlmOKOmJonOM=,gAAAAABnTFMgEa4mUPqsI4bt6Y88DCKMeJ47pHgsIpPewebEQu_wpqhzgvzg9hUD3WiOq7Bwc5fDzZKg7Rp1becdTIcNWb4PTg==,gAAAAABnTFMgojpjHtV8aUHFIoQR5bLU_a8zdDl1PVE4Uhy5A9KTd8lg3yajGy1c4ut0U8sDuzCoQRmtrtNdFuQF9Jh4Kh718w==
2024/10/26 9:16:49 a. m. GMT-5,1,2024/10/26,09:16,0,09:16,gAAAAABnTFMg3n9oANSSYGesNdLtSWNglu3gkPfEg8xadPRKcpDhGyIDKHqRmawLd1Zh3KfduL0L5kFewT4KavzlBUUb1kQwgQ==,gAAAAABnTFMgM8a1YhIc_ScOanv2ZmdipNi7sPMlj1RQ6-KqHyTiVPzKvFVyB2YL6JOwR0zd79f1gI7RNfD-IfJylkTlmY4csA==,gAAAAABnTFMgHo9pQhE5OrkeqPDM80GulMBr8j2C1HsbTevrpYepXkui_2fjUrr-Z_dXNOO1BrPAC6ugPnDXA_S2EUs8hLFCQA==
2024/10/26 9:17:13 a. m. GMT-5,1,2024/10/26,09:17,0,09:17,gAAAAABnTFMgtTXVe7-1EfnGyBWJBNSCQHiJXD5I_ksK0oyGDgqFxhUF_XDYD10efxMJ9mJq20_YHP69lTlS2RsspM5u2MqIBUZQN7msb6Ta7nzeTPgqJws=,gAAAAABnTFMg_MumZAxVXURUjjBDGnMG4reYj3nDEE9QF0cJKWmxsm1aj2nBISsuhUqXvTpwN9N6SC_O_lfqfcY1SEjyCW2AVw==,gAAAAABnTFMgrHKprAQKlYp1myggFaw6CgtzKPw_batRvdwzUFNtLbGTuentrJctz3t49Mq9XTMQZqaJIJUGNoweKP6EbFK_Pw==
2024/10/26 9:17:22 a. m. GMT-5,1,2024/10/26,09:17,0,09:17,gAAAAABnTFMgkDIIQp9fK-z4nxD6InjuwTv9ZsdJapWhEfjxrwA3fo5O8btAUn5eCNr7NDh1iHRaJ7FLgapmborq4x8zgDnbQA==,gAAAAABnTFMg4iso61peIoC-sE_jCFsBHZsUAPx9A1evc5S8FkE_QXw2ca_xElp6r2LKl0Kf8db-NcuXtJZgczMd4JZhc7N6Iw==,gAAAAABnTFMgJLd6Ap26vU0fW8WQRLeNRq6y8QHz6a1vZH-x0WBbO8h7B98lEns6G0m2NtkcoyeUv5z6gJqrd1HEC6FGBo1vww==
2024/10/26 9:17:33 a. m. GMT-5,1,2024/10/26,09:17,0,09:17,gAAAAABnTFMg-YyuFTR6Hj0sRqCSPfzEZtP3FyhbYt0SspT3RrhxpJMReZVXQAjaPZEqXjEliSw8vqUeXhJaNjxoXh983vm_MA==,gAAAAABnTFMgBuIaGCB4N40fcBcQKOAUShLHT9oBmvLQWowOJ0jSeXPrbYxVGUYFdkYng1Xb_qVOEfeWkQBFIdSVrSvKcsgCbG8CSE_FZU-gFKdwy-ZaklY=,gAAAAABnTFMg8PKKnM9vGlLTS5OQeZ6cthih2uVvciPzimech7fTG42Ol0SWX1lQpCFkZ5qQxYalwno-hdlyqr-CH6eNpemIVQ==
2024/10/26 9:17:36 a. m. GMT-5,1,2024/10/26,09:17,0,09:17,gAAAAABnTFMg1s5xovf0WVrruJwyS5fR_3-gI9QxnF2_zS3eT43xgppYMCGJKr2sbJby2XBBqLc1P6cQGMeei9isJAWxCSVNGOYEu5WjU0NSrLPzAIFKOPI=,gAAAAABnTFMgnsGyFLaGw9dRE0WosmuyY5W3zrajd6b7Z4MGVsEeNM8d0w2x_8rqEYRDIpegsS2H0pssqxBnIxB6uRSAEvX0iw==,gAAAAABnTFMgSDnmh2ng5BGebNvFD1OZzSqWritDOwGIULf64ym8-VAaEXK9TioWKX04On_JGNt7o-XC9GEfk3Zreqg5IHwONQ==
2024/10/26 9:18:25 a. m. GMT-5,1,2024/10/26,09:18,0,09:18,gAAAAABnTFMgfnzjkD58c6wJrUvEBUb1dvMNnHogN2b3wqjyYSRnzBAUA50lqLSkRZb9P0G_aC5jaUC1GjukWd9zPjK6UNuDsd5BAwIF9cPwl0s2wIC2E_w=,gAAAAABnTFMgjxSp3Wsb_Kasu5saXOd-qQ11mpjCvD0BxZTw3k7w9tQkogQoeI2srN715asR43EPnKaZOJ3EZyg2Ts8xCbbHrAwyK4WHVKV1PrkxgWr9BwQ=,gAAAAABnTFMgSwGWpZ9g12A8r_0PUuAmG4U6RSlUpsgJbzPqOECoU6d-YzgBVJjaC2V_vAMmPfiODsoFQSObtjTF6EeZdkq9Ww==
2024/10/26 9:18:58 a. m. GMT-5,1,2024/10/26,09:18,0,09:18,gAAAAABnTFMgDmNQZpQxPWm1lVH5FPLmftxsBe-BQmWDarQl3sYDGATOHmaTiqXeruLZbxFxMKozCosTSmW4xwYTQZBiX804VA==,gAAAAABnTFMgxft4Bz9fSoL7Zuh6gvqf4zFem9Xs5tij3R3wglt3Ex0qo0xyti30NdjM4G_d5nENeI2d6VfJYmavRWIeDtfAgtbpd-Q0bje13nVlkR2L5C0=,gAAAAABnTFMgAEZFcxEVbjDc7JCP69yR81QisMxRz98DU6NTNTPpRtp_gJDAe54rmw1g3EkkPRbrx9700pofAVzYNX3Mu2yVkQ==
2024/10/26 9:20:06 a. m. GMT-5,1,2024/10/26,09:20,0,09:20,gAAAAABnTFMgtbQdv6Stb7WsEjOJbHLHPJPsVs9i1QgB2NpCeHeooq3Kn-OwsEIfsHidh_2vwvstH7i7IpipqMLRpaEbPr4tew==,gAAAAABnTFMg4qZD4zFXBl8m2QT5nIo9z9GUqGPt9cdJsDh1Bo12n8znQAMgqfcH5RwUqlPXjCBf6lK-tWDp40xmZNn8wEyB7ycXzufTIgdjHOneyQ5BquA=,gAAAAABnTFMgCUxVLhc0geSWKPqARVTlTdkWgNaXoaAjN6ZlDe7Cvg1f1BlRo2qB7_gzDOnlJmo0uxR0k55idXSkxfZpBj8ksg==
2024/10/26 9:20:35 a. m. GMT-5,1,2024/10/26,09:20,0,09:20,gAAAAABnTFMgep7QB0-NvCB_Z_lAIdc8Tra1325pO6g3BTusvOcftaKTL1wT1n6tMNo3kdMeX2ZdqjEiG4c9lPzZQ02UbmF2dw==,gAAAAABnTFMgfh4ovY7MeHCTHj0Na2MDnr8QoR0oZCCAtoboPabEPnoscv3tk9jAkbvc31CmgMa6kAsi-LEZ4-pEnYngNPENhA==,gAAAAABnTFMgcyGmjxNuyWYfa-1fuozJJyrXEe0U4Hr41DX-ObfiGacKcYOjhxbn1waiJlcSosWsuFVyJ10bHUOq3G2ycjx4hA==
2024/10/26 9:21:05 a. m. GMT-5,1,2024/10/26,09:21,0,09:21,gAAAAABnTFMgjvCeZe3uC88I1UnuOyKzTIRdwGFPFYFmcfvJFL9QOnXTo0akwAtn_IW0A7OiItv_TbpI6CSfzLsRJ0sHolhqVg==,gAAAAABnTFMgSY2vwDczeObJ_lztT6gzeW__aEDtL4Mi7lm5tRdKO7MFNiqPmK1LFS_KGAPqzi6Uo7KVOTEyXCIkZ8S7j61wYLv14SoMuea8U8qqztQdFHI=,gAAAAABnTFMgWX43I5c_HU3hFU1EIlfcbdozdMDy6rlgDPPbkX69Au0OQ4wY5D88ibLinlUEOJpBRRnTbJf06MfWB2HR3FrOdA==
2024/10/26 9:21:05 a. m. GMT-5,1,2024/10/26,09:21,0,09:21,gAAAAABnTFMg3g0X2xFt0Red_bn7OkxOzk4vlhxSOy2iGWLQp2oBs-LO9DEjiDZva2zt0DoSi3nToDNgnJiQlyv_alIflIUPrQ==,gAAAAABnTFMgE4wZmRVfGmbfwamQWkSLU-EhSbEcQLhiiS9z-fZRuamKYkTOC6ohG5c3ckANC03kCoNCFeJCjQLJOC0oGlLkB73Z4EKb6sKVfhKQXhXKGYw=,gAAAAABnTFMg5gYN-0APzh9pHDISXzDsnX3mCAzRjIKEgsGXnCXFDEdp7Ckovp4ZfzVJLDbbtXYZIcdclVdpgZx1nuW1-yo-Fw==
2024/10/26 9:22:06 a. m. GMT-5,1,2024/10/26,09:22,0,09:22,gAAAAABnTFMgxg6yRP4C2QhV5-QXe4jp65VMwP0bmRxEGld7HlwPg1Qzs6lzLmQamA6UwK83NZ9dSEP2Yd0auOPP18esj7yiag==,gAAAAABnTFMgm3hptbVelMP0Rh1QQFgpGFqweg0jPc0zrND_VblxSa_Wxn_-Ak_wQ3emtaPabNl3Z7BRZOSrq7RlcW44cIyKzg==,gAAAAABnTFMgEXdeCSTOhn3hDPRSpSzRb7XB7OO8gOlk3g87WFsEJ3u03R8J98NT8D57fP0Mn8wpwtE_Bm7hYMxrxRljnmv4Lg==
2024/10/26 9:22:58 a. m. GMT-5,1,2024/10/26,09:22,0,09:22,gAAAAABnTFMg3HOUpDv_SLzxzBCgDN1Jt_qKtyL3Zm61xni0NCGXQicOkVHc0FUuCBlUBaJXz4Z83l4BARC5wLK7p85_h5NZeKEViumEAbzUI-Anayb4auk=,gAAAAABnTFMg8o_SrAq44w-9vkYLC9ElWQY4J9YNyrO72fiEKfyJZeGg1JrMenRWDzdIJ1NIe0d-qR-4VdRyR_6NMl7CvsahHA==,gAAAAABnTFMgzwLUD6Ks-TuwUFulJdAPkyO_ssDV3AbmpTnVE6DeltPdYs3i1tO-frp3rKkdZYnqq-vRiI-edGUnQFOpMinvEQ==
2024/10/26 9:22:59 a. m. GMT-5,1,2024/10/26,09:22,0,09:22,gAAAAABnTFMgcJhLSWdTLcp06C1wa8OTpZ-xq5Ga5P3_oU7WFLWyIM4T5y-nXWO4_HpW8IYnNzSCLMUUlO7iRr73NeE7UGVzjQ==,gAAAAABnTFMgkOXKAmSQya7ylvnhi23vIOb94aV2Fl6N8ss5J42JrgaY9NtwAyGP_Izla9hoUp_KEdk_2_iCdRkBwemppppp6A==,gAAAAABnTFMg_bmRQtIK82KgIbIj42G9azcTLaTCxf3Zg2R8NyjLwU1oukPyb6u10xHe_-uEnsFMLH9sPmOB1WM1GurHfJNbLQ==
2024/10/26 9:24:31 a. m. GMT-5,1,2024/10/26,09:24,0,09:24,gAAAAABnTFMg8fNJRtHJQBEKPCsBaDyEV7v6aqyuUHs47iX2AkvyLfNST0qiQK2TMIvXyfTY3Unor8eU_Hi9ISwCv7S-JXV_gtxtC8tCnsXMM90N0R7enFg=,gAAAAABnTFMg4pJDIBAzlHUYrIhUjUf4atxboDq-ODWsiDxdmDsIUYV5DN9OyEhBoAl5DK0rJQxx1G1JlZT9fNtzc2LX55RC4g==,gAAAAABnTFMgvX5sonB3HlEpjKu8FIalJGi8ThBJAMh03nl5V6METZdtkUhMNcLvmmrULj2w2_AhkehtPRTPRePfzZgWLPsOzg==
2024/10/26 9:24:48 a. m. GMT-5,1,2024/10/26,09:24,0,09:24,gAAAAABnTFMgp1OrfNMy6yc9uqUYWtIp1ZNs7CcxfKA-_Xk-9QcRbzFkydbAu6_-MQPglJ58HUbg3Ef1oTA-iQetEgpjhxdH9A==,gAAAAABnTFMgYVSe32rt1WUwl_ZETyBZYgfIA8I2InUaj_4e10mf8uy_WfcR3y72P1ZhLFbwlMS0Em4dGYjz0MsqZlG_Yt8stw==,gAAAAABnTFMgosfBpy4DiI-kWl85N20xYW6wViv-RIR0g8wTE9DgHW_2Lnb6R-OrCP919UQlNjL_WteIlgxRqnusKhDpxsD--A==
2024/10/26 9:24:50 a. m. GMT-5,1,2024/10/26,09:24,0,09:24,gAAAAABnTFMgFMU9juQ-qycX_JJMpNjafoPgP7z4kOwzVtYgAfQoQRW2jA4do_9jtgbVYV1MGCfZ4EAEfWJ6nYk898TY6mt0jw==,gAAAAABnTFMgDW2K4h-xLuJ-uMbhOGWEJcKDB3qKm0XTtmngbTPbXn3UNdKajVESQCF1iDsWibeNw2HcTtsP7iITJYGQN9kudaiidY9e6uvQd0ibMHrHXM4=,gAAAAABnTFMgXh6jcjKDIcOvZP2-M7TCbMfYPbzxZL1zBsNIvDmDG6sRoXW1F3iIkcliQICWlRyZ0GDUpoRpQeJdGvT740RCSQ==
2024/10/26 9:25:20 a. m. GMT-5,1,2024/10/26,09:25,0,09:25,gAAAAABnTFMgofc9aoMfAWLaRAT6grMTdaQEqGa0rIq4u6CQysoJ47386E-eW5892Rd6e7kha1-azFPz2To4EpjGiRf8Zgy7Cw==,gAAAAABnTFMgc_H_ELHoGXAqBI0mZzAhdhrhSKrlyWDroAgvB2EcSQw8ezA4ndi5zPx8-_e2970UXICNur0G3P8yalLUuXNtPk0hMPAYYTA0b7WpjfILuI8=,gAAAAABnTFMgkk5-jeaGTK8VR77gh25JcgBkuMDyv7WJLnvB_btXXWmQxWwuI67P4xCFdLCQIPl4j0Ym2LI3eZftT9Edh9W2Ew==
2024/10/26 9:25:41 a. m. GMT-5,1,2024/10/26,09:25,0,09:25,gAAAAABnTFMgO2ftf3krGYZFq51ODkvNnw6qHpGuKgh_AebW87CjFGn33DuUO4qUnrRIELAefuFflOI3GypWNN6VCgBGfG_2RMTny1teHzzDrtcxYxC-ZQQ=,gAAAAABnTFMgPzcXvoWm_YT8TmAS6BMRaCdfqpmvMdNNUIh-gSMykZA72wqQ6gesPHr-UbUK0EVNLbApdaahN-X5A-q9JlH7Ig==,gAAAAABnTFMg2q49xbOHsIgUFdAik0yDWxcifVshAB4FUmE3ElSwNdyYy3p8Je2Gm5JlnBFEpG6TpVTLjf0-LO7jH15ax3awFw==
2024/10/26 9:25:59 a. m. GMT-5,1,2024/10/26,09:25,0,09:25,gAAAAABnTFMgl7SX-nPmJ3ds913e7wBwFjTv6R_AUtsT5_LG-LTAeniVT_yaGu0LsdAEZnY9Wg7YGZcnFwYlOWIZpGOXLvFMfQ==,gAAAAABnTFMgG6NRsZebF_235Si2S2LaeQs8gXrGLoNYVg2nD9clGsww_v64X4vc0kgKwf0ju4lpBmALFlOt3DcHxKBDaM05UTawGnCWCGkg9LvjGiBEBsg=,gAAAAABnTFMgdycnWNVHyHOrCnrVdWmeeFXkALyMS5XjPpj8n1C2piMii2LPLF8imIZiHdRB7S25j2y7OnEUzciK_XCFGPSorg==
2024/10/26 9:26:51 a. m. GMT-5,1,2024/10/26,09:26,0,09:26,gAAAAABnTFMgTUnIz3ocLSH4XFJf2ejpD0JdX014p1Bq-wDb9FD5xd1npXmrVf6xWeI2ona86Gru8wzUycf0bAh1oiSlW1eXuQ==,gAAAAABnTFMgZaOps2bxbYywbX5UA8z8RVqTgNCaj_dm0jhAWchvLt0h5dClIYdqKxQSRPk51ATUs4kUsjdIuyLirt_KfQrhxw==,gAAAAABnTFMgqvCDqifLVu3oiuuGdpzw7FS2m_B-E9j2LcxsBS9xnJqlItybMMjX3UUPJlGBTf__RT3YRkdEM5C6XDTEtWCj7w==
2024/10/26 9:27:40 a. m. GMT-5,1,2024/10/26,09:27,0,09:27,gAAAAABnTFMgyygJ2FudLW_UCTF0zfsvjCSX4JcbD4m_bLMh7L6ZCusz4HvFWBB_sDZsehtjUFShxfkCfFQGvQGHFFh6edyVOA==,gAAAAABnTFMg6UhVGsBuQZre9RgLuia1CMucC2_DaW7Q1OP0x1orxIwwCOLc8IKwkkT2rE9SsiRm33UJAxXc4mh_AfG5FNkgmg==,gAAAAABnTFMgb_64uq7GiKaB4NeciBBHHGjFJy9YRQAfK24ug9wD8LmeRAtRKVxURG5Xu84Nb8kd3noMTrytDYCdtHzjszJKNA==
2024/10/26 9:28:41 a. m. GMT-5,1,2024/10/26,09:28,0,09:28,gAAAAABnTFMgNtFC4TQqMdRMIjmZWSr5ohR_9KN6jGXwJK5TgevsGLISdv3d3Fj_aE5VPQyU_JJYV2jSN5IyFZ0IaPrV0iIjGFx7QUs-iTuhsPT5x-R8r4U=,gAAAAABnTFMgwuRHgJbDStHltpgLQGUIQkNYXvo8vheKqMSClf-UDisP4wgjerUp48BU5-DVyiRjHAsYFasjiKiAOTGvoBQuNg==,gAAAAABnTFMgEtIT_U6ArDbCeF4Sh7bHBz_ZeuD4Futwzlxj0ls_zhGxn-cgBO7u0n6aWtjLfiS61B_564zJSp-WXiiuscaNEA==
2024/10/26 9:28:52 a. m. GMT-5,1,2024/10/26,09:28,0,09:28,gAAAAABnTFMgIk839Qw_Glx0O1Gy_uNOwA-9AI6sn4BsQkxYlPnOx10blrxowQMVrZalggDYZk-EQi81iu3YMpn820i6HmEYZ_IZHN8Lsv1dXX6n6-zc2fo=,gAAAAABnTFMg9ojfaT0FBP9geX_7wXWrW_CBFyEVPKDSPNQBIh9TNiqysGNSvgXi7WwbLFOQj1Hwoozv1VtpW176VRtm_-ZypA==,gAAAAABnTFMglT3tDioIr0QKZTHch43JcgLiPjQM3slR24ojeBldw8JA2vomCaU-ewSk1uxRGsyiyBXrTc15iN_eetgZLcgYYw==
2024/10/26 9:29:31 a. m. GMT-5,1,2024/10/26,09:29,0,09:29,gAAAAABnTFMgAdY0PzgC3_Fz8Rps0An0bbmU4iPjkMj8T8ju6_3tewnsQYw0e3PbnXRb2iUDeCUNSFj8_AT5Tq7iqxDWlvL1uQ==,gAAAAABnTFMgt7t0qqjsDyvDfWXAY58qKGFf7wyu9Pj1D48KZpdLuZhknkShAXgXLepkB_UZtRsI1b8aIa1Yz3ZFJFLvzbETNw==,gAAAAABnTFMgjo2JrrTZGeySLmYzT7IUNAk4yK1t93EtiSU9dxHztmHv_v2v9mdMznl7eow-rVK-dMQiSf5T87Xb9LRt0KGXbA==
2024/10/26 9:29:33 a. m. GMT-5,1,2024/10/26,09:29,0,09:29,gAAAAABnTFMgTaagNwEzRBb_cJPHh9qoxtG0BNWOouoJTzziPl_h3Opma2fKpVnAIwhodyzm6TRXvXq1-maHBWniu1Ji0Hb2JA==,gAAAAABnTFMguZEoLbvRrtr21MvLU7xYNLovG7rQhiHg_-nBs4cIsE-wvz06nfbTHW5Kz0sUKbfOtpA01ltpifRdIqXMQ6OeVQ==,gAAAAABnTFMgrXj6Y4LFr1iqsH3oHI6Y_iLzlNC3ZHmVgTz0udtDonbCkQO1mQE2kgTUfTkpWP6K9vV75MUocKxC1IBUlDy2Bw==
